trade_id,qty,price,side,type,fee_paid,pnl,pside,long_psize,long_pprice,shrt_psize,shrt_pprice,liq_price,liq_diff,equity,pnl_plus_fees_cumsum,loss_cumsum,profit_cumsum,fee_paid_cumsum,available_margin,balance,timestamp,progress,drawdown,balance_starting_balance_ratio,equity_starting_balance_ratio,equity_balance_ratio,gain,n_days,average_daily_gain,hours_since_long_pos_change,hours_since_shrt_pos_change,hours_since_pos_change_max
105570,-3.7,1.379,sel,long_close,-0.0009184140000000001,0.041810000000000326,long,0.0,1.3677,-3.9,1.299,6.439846336544835,3.669600708102991,19.887603116800005,0.19999311680000031,0.0,0.2100800000000003,-0.010086883199999999,18.621078116800003,20.199993116800005,1612175804869.0,0.0025114305711995298,0.01570777524899971,1.0099996558400002,0.9943801558400003,0.9845351432451632,0.9943801558400003,0.4421670601851852,0.0,0.0,10.310950833333333,10.310950833333333
106693,3.7,1.3848,buy,initial_long_entry,-0.0009222768000000001,0.0,long,3.7,1.3848,-3.9,1.299,82.00900179153109,58.2251042041822,19.864470840000003,0.1990708400000003,0.0,0.2100800000000003,-0.011009159999999999,17.317005840000004,20.199070840000005,1612175874921.0,0.002538322933835592,0.016844143631867405,1.0099535420000003,0.9932235420000002,0.9834348816017122,0.9932235420000002,0.4429778472222222,0.0,0.0,10.330409722222223,10.330409722222223
116403,-3.7,1.3962,sel,long_close,-0.0009298692000000002,0.04218000000000029,long,0.0,1.3848,-3.9,1.299,6.450125139114035,3.619109953533396,19.860460970800005,0.2403209708000006,0.0,0.2522600000000006,-0.0119390292,18.593935970800004,20.240320970800006,1612178586284.0,0.002770847280403863,0.01912644427329722,1.0120160485400003,0.9930230485400002,0.9812325110580997,0.9930230485400002,0.47435936342592594,0.0,0.0,11.08356611111111,11.08356611111111
118809,3.6,1.4127,buy,initial_long_entry,-0.0009154296000000001,0.0,long,3.6,1.4127,-3.9,1.299,58.60807403246383,40.492441792894745,19.796035541200006,0.2394055412000006,0.0,0.2522600000000006,-0.0128544588,17.258080541200005,20.239405541200007,1612178668830.0,0.002828463508812026,0.022396908667760715,1.0119702770600003,0.9898017770600003,0.978093724190789,0.9898017770600003,0.47531475694444447,0.0,0.0,11.106495555555556,11.106495555555556
119831,-3.6,1.4244,sel,long_close,-0.0009230112000000002,0.04212000000000016,long,0.0,1.4127,-3.9,1.299,6.460392142019678,3.535199818897633,19.791152530000005,0.28060253000000074,0.0,0.29438000000000075,-0.01377747,18.524627530000004,20.280602530000007,1612178704508.0,0.0028529372350934654,0.024730747704464352,1.0140301265000002,0.9895576265000002,0.975866101646833,0.9895576265000002,0.47572769675925924,0.0,0.0,11.116406111111111,11.116406111111111
120140,3.6,1.4174,buy,initial_long_entry,-0.0009184752,0.0,long,3.6,1.4174,-3.9,1.299,58.675779868985565,40.40553233292327,19.81801405480001,0.27968405480000075,0.0,0.29438000000000075,-0.0146959452,17.27582905480001,20.279684054800008,1612178715580.0,0.0028603368255249377,0.023295472428438387,1.0139842027400003,0.9909007027400005,0.9772348524389005,0.9909007027400005,0.4758558449074074,0.0,0.0,11.119481666666667,11.119481666666667
121535,-3.6,1.4291,sel,long_close,-0.0009260568000000001,0.04212000000000016,long,0.0,1.4174,-3.9,1.299,6.470657592394353,3.527468228655439,19.813097998000007,0.3208779980000009,0.0,0.3365000000000009,-0.015622002,18.546572998000006,20.320877998000007,1612178790038.0,0.0028937427434922638,0.0256285009063831,1.0160438999000003,0.9906548999000003,0.9750119064712668,0.9906548999000003,0.4767176273148148,0.0,0.0,11.140164444444444,11.140164444444444
121777,3.6,1.4204,buy,initial_long_entry,-0.0009204192000000002,0.0,long,3.6,1.4204,-3.9,1.299,58.76121037333339,40.37530655776186,19.846557578800006,0.31995757880000086,0.0,0.3365000000000009,-0.0165424212,17.301672578800005,20.319957578800008,1612178799063.0,0.0028995378919855204,0.023853003127639886,1.0159978789400004,0.9923278789400003,0.9767027072687443,0.9923278789400003,0.4768220833333333,0.0,0.0,11.142671388888889,11.142671388888889
165738,3.9,1.2883,buy,shrt_close,-0.0009043866000000001,0.04172999999999973,shrt,3.6,1.4204,0.0,1.299,0.0,1.0,19.884863192200008,0.3607831922000006,0.0,0.3782300000000006,-0.017446807800000002,18.60650319220001,20.360783192200007,1612188792367.0,0.003952267325506403,0.02393378296847835,1.0180391596100002,0.9942431596100004,0.9766256535661006,0.9942431596100004,0.5924853240740741,0.9903028210799041,2.775917777777778,0.0,2.775917777777778
166637,-3.9,1.2867,sel,initial_shrt_entry,-0.0009032633999999999,0.0,shrt,3.6,1.4204,-3.9,1.2867,58.737883851594255,44.646474861357056,19.878529928800006,0.3598799288000006,0.0,0.3782300000000006,-0.0183500712,17.345637428800007,20.359879928800005,1612188817157.0,0.0039737955837520125,0.02421456726046021,1.0179939964400002,0.9939264964400003,0.9763579155828367,0.9939264964400003,0.5927722453703703,0.989775457715215,2.782803888888889,0.0,2.782803888888889
167486,3.9,1.2761,buy,shrt_close,-0.0008958222000000001,0.04133999999999977,shrt,3.6,1.4204,0.0,1.2867,0.0,1.0,19.880484106600008,0.40032410660000034,0.0,0.4195700000000004,-0.019245893400000002,18.60212410660001,20.400324106600007,1612188845737.0,0.003994126497267611,0.026148256612494654,1.0200162053300004,0.9940242053300004,0.9745180519052725,0.9940242053300004,0.5931030324074074,0.989945191231154,2.7907427777777776,0.0,2.7907427777777776
174252,-4.0,1.2503,sel,initial_shrt_entry,-0.000900216,0.0,shrt,3.6,1.4204,-4.0,1.2503,45.527791495960535,35.407670128716944,19.786983890600006,0.39942389060000033,0.0,0.4195700000000004,-0.0201461094,17.258323890600003,20.399423890600005,1612188925386.0,0.004156151186132794,0.030951660110813798,1.0199711945300003,0.9893491945300003,0.969977583519787,0.9893491945300003,0.5940248958333333,0.9821354328287891,2.8128675,0.0,2.8128675
181340,4.0,1.24,buy,shrt_close,-0.0008928,0.0411999999999999,shrt,3.6,1.4204,0.0,1.2503,0.0,1.0,19.789931090600007,0.43973109060000026,0.0,0.4607700000000003,-0.0210389094,18.511571090600007,20.439731090600006,1612189210355.0,0.004325886775059252,0.03283487936492344,1.0219865545300002,0.9894965545300003,0.9682089751024741,0.9894965545300003,0.5973231481481481,0.9824781329736644,2.8920255555555556,0.0,2.8920255555555556
182665,-4.0,1.2545,sel,initial_shrt_entry,-0.00090324,0.0,shrt,3.6,1.4204,-4.0,1.2545,45.65392246543989,35.38632538888969,19.841507850600003,0.43882785060000024,0.0,0.4607700000000003,-0.0219421494,17.308647850600003,20.438827850600006,1612189256728.0,0.004357616410404562,0.03010456687554321,1.0219413925300003,0.9920753925300001,0.9707752321040041,0.9920753925300001,0.5978598726851851,0.9867803994693228,2.9049069444444444,0.0,2.9049069444444444
188600,4.0,1.2441,buy,shrt_close,-0.0008957520000000001,0.04159999999999986,shrt,3.6,1.4204,0.0,1.2545,0.0,1.0,19.844492098600007,0.4795320986000001,0.0,0.5023700000000002,-0.0228379014,18.566132098600008,20.479532098600007,1612189567552.0,0.00449974122985695,0.03200081901036918,1.0239766049300003,0.9922246049300003,0.9689914790561347,0.9922246049300003,0.6014573726851852,0.9871057406863314,2.9912469444444443,0.0,2.9912469444444443
194366,-4.0,1.2642,sel,initial_shrt_entry,-0.0009102240000000001,0.0,shrt,3.6,1.4204,-4.0,1.2642,45.83030043671458,35.218034168416764,19.91582187460001,0.4786218746000001,0.0,0.5023700000000002,-0.0237481254,17.37326187460001,20.47862187460001,1612189870707.0,0.0046378190241218985,0.02825893922649389,1.0239310937300004,0.9957910937300005,0.972517681929659,0.9957910937300005,0.6049661111111111,0.9930523055883089,3.0754566666666667,0.0,3.0754566666666667
194485,4.0,1.2537,buy,shrt_close,-0.0009026640000000001,0.041999999999999815,shrt,3.6,1.4204,0.0,1.2642,0.0,1.0,19.919239210600008,0.5197192105999999,0.0,0.54437,-0.0246507894,18.64087921060001,20.51971921060001,1612189873237.0,0.004640668704579326,0.030145729646163195,1.0259859605300004,0.9959619605300004,0.9707364416716868,0.9959619605300004,0.6049953935185185,0.993334306401843,3.0761594444444444,0.0,3.0761594444444444
194542,-4.0,1.2604,sel,initial_shrt_entry,-0.000907488,0.0,shrt,3.6,1.4204,-4.0,1.2604,45.886381783213686,35.40042978201943,19.94273172260001,0.5188117226,0.0,0.54437,-0.025558277400000003,17.40397172260001,20.51881172260001,1612189876182.0,0.00464203367757154,0.028886714619299675,1.0259405861300004,0.9971365861300004,0.9719243001111273,0.9971365861300004,0.6050294791666667,0.9952717399192639,3.0769775,0.0,3.0769775
277422,4.0,1.25,buy,shrt_close,-0.0009000000000000001,0.04159999999999986,shrt,3.6,1.4204,0.0,1.2604,0.0,1.0,19.94571172260001,0.5595117225999998,0.0,0.5859699999999999,-0.026458277400000004,18.66735172260001,20.55951172260001,1612227491061.0,0.006626752302038925,0.030773532102367603,1.0279755861300006,0.9972855861300005,0.9701452053783319,0.9972855861300005,1.040386875,0.9973908196266198,13.525555,0.0,13.525555
283861,-4.0,1.2515,sel,initial_shrt_entry,-0.0009010800000000001,0.0,shrt,3.6,1.4204,-4.0,1.2515,45.895804853231645,35.66970665806299,19.950530642600015,0.5586106425999998,0.0,0.5859699999999999,-0.027359357400000003,17.420670642600015,20.558610642600012,1612229892012.0,0.006780946356369831,0.030479389791345953,1.0279305321300005,0.9975265321300008,0.9704221257666129,0.9975265321300008,1.0681756597222223,0.9976842167679618,14.192485833333333,0.0,14.192485833333333
285111,4.0,1.2412,buy,shrt_close,-0.0008936640000000001,0.0411999999999999,shrt,3.6,1.4204,0.0,1.2515,0.0,1.0,19.953436978600013,0.5989169785999997,0.0,0.6271699999999998,-0.0282530214,18.675076978600014,20.598916978600013,1612230558237.0,0.006810879974620123,0.032349314090212834,1.0299458489300006,0.9976718489300007,0.9686643719827318,0.9976718489300007,1.0758865972222222,0.9978358849414801,14.377548333333333,0.0,14.377548333333333
285626,-4.0,1.2511,sel,initial_shrt_entry,-0.0009007920000000001,0.0,shrt,3.6,1.4204,-4.0,1.2511,45.98064673833039,35.74630123737744,19.98845618660001,0.5980161865999997,0.0,0.6271699999999998,-0.029153813400000003,17.45899618660001,20.598016186600013,1612230991109.0,0.0068232126253392434,0.030495601776821694,1.0299008093300006,0.9994228093300006,0.9704068588703921,0.9994228093300006,1.080896689814815,0.9994659960153247,14.497790555555556,0.0,14.497790555555556
287530,4.0,1.2408,buy,shrt_close,-0.000893376,0.04120000000000079,shrt,3.6,1.4204,0.0,1.2511,0.0,1.0,19.99140281060001,0.6383228106000005,0.0,0.6683700000000006,-0.030047189400000004,18.71304281060001,20.638322810600013,1612232510352.0,0.006868807512658089,0.03235991021385383,1.0319161405300006,0.9995701405300006,0.9686544296289552,0.9995701405300006,1.0984805208333333,0.9996086705717464,14.9198025,0.0,14.9198025
293004,-4.2,1.2186,sel,initial_shrt_entry,-0.0009212616000000001,0.0,shrt,3.6,1.4204,-4.2,1.2186,31.91416442331479,25.18705540601854,19.910861549000014,0.6374015490000006,0.0,0.6683700000000006,-0.030968451000000004,17.352971549000014,20.637401549000014,1612234160241.0,0.00699989281369977,0.036489631461301034,1.0318700774500007,0.9955430774500007,0.9647949865066611,0.9955430774500007,1.1175764583333334,0.9960110387462696,15.378105,0.0,15.378105
517176,-7.2,1.4132,sel,shrt_reentry,-0.0018315072000000003,0.0,shrt,3.6,1.4204,-11.4,1.3415052631578948,3.90561344002535,1.7634709120677494,19.79155004180002,0.6355700418000005,0.0,0.6683700000000006,-0.03279995820000001,14.68990004180002,20.635570041800015,1612331479316.0,0.012368116070023402,0.042645472346401134,1.0317785020900008,0.989577502090001,0.9590987795204918,0.989577502090001,2.243954641203704,0.995341808189004,42.41118138888889,0.0,42.41118138888889
537125,-3.6,1.4321,sel,long_close,-0.0009280008,0.04211999999999936,long,0.0,1.4204,-11.4,1.3415052631578948,3.1364376932266067,1.1899439276823118,19.642842041000016,0.6767620409999999,0.0,0.71049,-0.03372795900000001,15.819552041000016,20.676762041000014,1612339488037.0,0.012845832670403469,0.05263596774040757,1.0338381020500007,0.9821421020500007,0.9499960391307964,0.9821421020500007,2.336648171296296,0.9923180673221522,0.0,2.224644722222222,2.224644722222222
538109,3.6,1.4267,buy,initial_long_entry,-0.0009245016000000001,0.0,long,3.6,1.4267,-11.4,1.3415052631578948,3.9078425271736394,1.7392699615685119,19.705397539400014,0.6758375393999999,0.0,0.71049,-0.03465246060000001,14.598077539400014,20.675837539400014,1612339638833.0,0.012869396414690098,0.04924742056381511,1.0337918769700007,0.9852698769700007,0.9530640537220936,0.9852698769700007,2.3383934953703704,0.9936739898824866,0.0,2.2665325,2.2665325
539218,-3.6,1.4385,sel,long_close,-0.0009321479999999999,0.04247999999999932,long,0.0,1.4267,-11.4,1.3415052631578948,3.1399798918244928,1.1826636256252554,19.610505391400014,0.7173853913999992,0.0,0.7529699999999993,-0.03558460860000001,15.787215391400014,20.717385391400015,1612339865974.0,0.012895953520801758,0.05644321642446865,1.0358692695700007,0.9805252695700007,0.9465724086756876,0.9805252695700007,2.3410224421296295,0.9916342185861794,0.0,2.3296272222222223,2.3296272222222223
539655,3.5,1.4355,buy,initial_long_entry,-0.0009043650000000001,0.0,long,3.5,1.4355,-11.4,1.3415052631578948,3.8783126425513825,1.7020919964825347,19.646521026400016,0.7164810263999992,0.0,0.7529699999999993,-0.03648897360000001,14.567168526400016,20.716481026400015,1612339917263.0,0.01290641831374206,0.05446053265930591,1.0358240513200008,0.9823260513200008,0.9483522322813176,0.9823260513200008,2.341616064814815,0.9924136699337417,0.0,2.3438741666666667,2.3438741666666667
567543,-3.5,1.4474,sel,long_close,-0.000911862,0.041650000000000076,long,0.0,1.4355,-11.4,1.3415052631578948,3.143453242335462,1.1716429998863296,19.548879164400017,0.7572191643999993,0.0,0.7946199999999993,-0.03740083560000001,15.725589164400017,20.757219164400016,1612348983466.0,0.013574249310353382,0.06181121637911999,1.037860958220001,0.9774439582200009,0.9417869999622887,0.9774439582200009,2.4465489699074072,0.990718241193974,0.0,4.862263888888889,4.862263888888889
568733,3.5,1.4603,buy,initial_long_entry,-0.000919989,0.0,long,3.5,1.4603,-11.4,1.3415052631578948,3.872432119483318,1.65198748081312,19.402829175400015,0.7562991753999992,0.0,0.7946199999999993,-0.03832082460000001,14.301776675400015,20.756299175400017,1612349000815.0,0.01360274611492766,0.0697563220169977,1.0378149587700007,0.9701414587700008,0.9347923255218777,0.9701414587700008,2.4467497685185187,0.9876871849239868,0.0,4.867083055555556,4.867083055555556
569916,-3.5,1.4724,sel,long_close,-0.000927612,0.04235,long,0.0,1.4603,-11.4,1.3415052631578948,3.1469848944403767,1.137171405392446,19.304381563400018,0.7977215633999992,0.0,0.8369699999999993,-0.03924843660000001,15.481091563400017,20.797721563400017,1612349034635.0,0.013631075291239737,0.077357567508471,1.0398860781700008,0.9652190781700009,0.9281969423694953,0.9652190781700009,2.447141203703704,0.9856381964186437,0.0,4.8764775,4.8764775
570110,3.5,1.4646,buy,initial_long_entry,-0.0009226979999999999,0.0,long,3.5,1.4646,-11.4,1.3415052631578948,3.8756175514306483,1.6463759313285413,19.394308865400017,0.7967988653999992,0.0,0.8369699999999993,-0.04017113460000001,14.289493865400017,20.796798865400017,1612349041385.0,0.013635720988792182,0.07231451297045605,1.039839943270001,0.9697154432700008,0.9325622174317728,0.9697154432700008,2.447219328703704,0.9875122795580625,0.0,4.8783525,4.8783525
571322,-3.5,1.4767,sel,long_close,-0.000930321,0.04235,long,0.0,1.4646,-11.4,1.3415052631578948,3.150516074116705,1.13333970349181,19.29585854440002,0.8382185443999992,0.0,0.8793199999999993,-0.04110145560000001,15.47256854440002,20.838218544400018,1612349084214.0,0.013664744625047666,0.079932178008613,1.041910927220001,0.964792927220001,0.9259840760037289,0.964792927220001,2.447715034722222,0.9854637305854802,0.0,4.890249444444445,4.890249444444445
571726,3.4,1.4706,buy,initial_long_entry,-0.0009000071999999999,0.0,long,3.4,1.4706,-11.4,1.3415052631578948,3.8485855179012978,1.6171951838839156,19.36643853720002,0.8373185371999992,0.0,0.8793199999999993,-0.04200146280000001,14.293138537200019,20.83731853720002,1612349099637.0,0.01367441917046616,0.07594994800797585,1.041865926860001,0.968321926860001,0.9294112629043848,0.968321926860001,2.4478935416666667,0.9869357295742012,0.0,4.894533611111111,4.894533611111111
576231,-3.4,1.4828,sel,long_close,-0.0009074736,0.04147999999999996,long,0.0,1.4706,-11.4,1.3415052631578948,3.153975363921734,1.1268968668971164,19.265991063600016,0.8778910635999991,0.0,0.9207999999999993,-0.04290893640000001,15.442701063600015,20.877891063600018,1612349438276.0,0.013782299930640214,0.08366556356633152,1.0438945531800008,0.9632995531800008,0.9227939261159236,0.9632995531800008,2.451812974537037,0.9848654091294717,0.0,4.9886,4.9886
579366,3.4,1.4901,buy,initial_long_entry,-0.0009119412,0.0,long,3.4,1.4901,-11.4,1.3415052631578948,3.845292147463161,1.5807329848746048,19.183799122400018,0.8769791223999991,0.0,0.9207999999999993,-0.04382087760000001,14.093924122400018,20.87697912240002,1612349591555.0,0.013857373445211948,0.08826093252941516,1.043848956120001,0.9591899561200009,0.9188972700469246,0.9591899561200009,2.453587037037037,0.9831616493064111,0.0,5.0311775,5.0311775
582042,-3.4,1.5024,sel,long_close,-0.0009194688000000001,0.04181999999999992,long,0.0,1.4901,-11.4,1.3415052631578948,3.1574622138746484,1.1013324995838205,19.08139965360002,0.917879653599999,0.0,0.9626199999999993,-0.04474034640000001,15.25810965360002,20.917879653600018,1612349836427.0,0.013921455335162173,0.09624451210807883,1.0458939826800009,0.954069982680001,0.9122052507036039,0.954069982680001,2.456421203703704,0.9810410676973699,0.0,5.0991975,5.0991975
583655,3.4,1.5059,buy,initial_long_entry,-0.0009216108,0.0,long,3.4,1.5059,-11.4,1.3415052631578948,3.843593368954606,1.552525812826807,19.04365804280002,0.916958042799999,0.0,0.9626199999999993,-0.04566195720000001,13.94035304280002,20.91695804280002,1612349877130.0,0.01396008167615235,0.09836870604323067,1.045847902140001,0.9521829021400009,0.9104410882229205,0.9521829021400009,2.456892303240741,0.9802544124274288,0.0,5.110503888888889,5.110503888888889
584010,-3.4,1.5183,sel,long_close,-0.0009291996,0.042159999999999885,long,0.0,1.5059,-11.4,1.3415052631578948,3.160977018869242,1.0817814929328518,18.94158884320002,0.958188843199999,0.0,1.0047799999999991,-0.04659115680000001,15.11829884320002,20.95818884320002,1612349895123.0,0.013968582823735434,0.10646414177256067,1.047909442160001,0.947079442160001,0.9037798535413858,0.947079442160001,2.4571005555555554,0.9781143993593163,0.0,5.1155019444444445,5.1155019444444445
585038,3.4,1.513,buy,initial_long_entry,-0.000925956,0.0,long,3.4,1.513,-11.4,1.3415052631578948,3.8455917920087055,1.5418677982739808,19.00302288720002,0.957262887199999,0.0,1.0047799999999991,-0.04751711280000001,13.893682887200022,20.95726288720002,1612349947039.0,0.013993200231384475,0.10283837532587133,1.047863144360001,0.950151144360001,0.906751181653899,0.950151144360001,2.4577014351851854,0.9794092417263807,0.0,5.1299230555555555,5.1299230555555555
610802,-3.4,1.5255,sel,long_close,-0.0009336060000000001,0.0425000000000006,long,0.0,1.513,-11.4,1.3415052631578948,3.1645207074395745,1.0742794359200147,18.90014928120002,0.9988292811999996,0.0,1.0472799999999998,-0.048450718800000014,15.076859281200019,20.99882928120002,1612353777174.0,0.014610168023864901,0.11104039279137118,1.049941464060001,0.9450074640600009,0.9000572854850093,0.9450074640600009,2.502031701388889,0.977647005408154,0.0,6.193849444444444,6.193849444444444
611114,3.4,1.5147,buy,initial_long_entry,-0.0009269964,0.0,long,3.4,1.5147,-11.4,1.3415052631578948,3.849901380278906,1.5418601480779788,19.02428228480002,0.9979022847999995,0.0,1.0472799999999998,-0.04937771520000001,13.91349728480002,20.99790228480002,1612353783214.0,0.014617639454980173,0.10374215281576636,1.049895114240001,0.951214114240001,0.9060087063349815,0.951214114240001,2.502101608796296,0.9802088341092687,0.0,6.195527222222222,6.195527222222222
612162,-3.4,1.5272,sel,long_close,-0.0009346464,0.04249999999999985,long,0.0,1.5147,-11.4,1.3415052631578948,3.168064214572217,1.0741549132985577,18.92026763840002,1.0394676383999994,0.0,1.0897799999999995,-0.050312361600000015,15.09697763840002,21.03946763840002,1612353835794.0,0.01464273580052122,0.11200687223361118,1.051973381920001,0.946013381920001,0.899275017960428,0.946013381920001,2.5027101736111113,0.978068680418147,0.0,6.210132777777778,6.210132777777778
612909,3.4,1.5101,buy,initial_long_entry,-0.0009241812,0.0,long,3.4,1.5101,-11.4,1.3415052631578948,3.856859293986749,1.5542114529713569,19.11736345720002,1.0385434571999994,0.0,1.0897799999999995,-0.051236542800000014,14.01048845720002,21.03854345720002,1612353862710.0,0.014660624130787593,0.10049398309035344,1.051927172860001,0.955868172860001,0.9086828418560262,0.955868172860001,2.5030217013888887,0.9821292966266045,0.0,6.217609444444444,6.217609444444444
614592,-3.4,1.5226,sel,long_close,-0.0009318312,0.04249999999999985,long,0.0,1.5101,-11.4,1.3415052631578948,3.1716082126539025,1.0828844898232761,19.014491626000023,1.0801116259999992,0.0,1.1322799999999993,-0.05216837400000001,15.191201626000023,21.080111626000022,1612354006509.0,0.014700926754399787,0.10863398510089604,1.054005581300001,0.9507245813000011,0.9020109553190278,0.9507245813000011,2.5046860416666665,0.9800276124924379,0.0,6.257553611111111,6.257553611111111
616960,3.4,1.5132,buy,initial_long_entry,-0.0009260784000000001,0.0,long,3.4,1.5132,-11.4,1.3415052631578948,3.8605807471565647,1.5524500807646708,19.127465547600025,1.0791855475999992,0.0,1.1322799999999993,-0.05309445240000001,14.017955547600025,21.079185547600023,1612354168131.0,0.01475763300081314,0.10203756452432276,1.053959277380001,0.9563732773800012,0.9074100849108845,0.9563732773800012,2.5065566666666665,0.9823612952142016,0.0,6.302448611111111,6.302448611111111
622960,-3.4,1.5257,sel,long_close,-0.0009337284000000001,0.04249999999999985,long,0.0,1.5132,-11.4,1.3415052631578948,3.1751518798786247,1.080975147384077,19.019791819200023,1.120751819199999,0.0,1.174779999999999,-0.05402818080000001,15.196501819200023,21.120751819200024,1612354914139.0,0.014901314368414544,0.11046177686756445,1.0560375909600013,0.9509895909600011,0.9005262682888919,0.9509895909600011,2.5151910185185185,0.9802188054253574,0.0,6.509673055555556,6.509673055555556
623670,3.4,1.5127,buy,initial_long_entry,-0.0009257723999999999,0.0,long,3.4,1.5127,-11.4,1.3415052631578948,3.8658152070517287,1.555910880695358,19.169806046800026,1.119826046799999,0.0,1.174779999999999,-0.05495395320000001,14.060721046800026,21.119826046800025,1612355006208.0,0.01491831666358071,0.1017235122379087,1.0559913023400012,0.9584903023400013,0.9076687470967377,0.9584903023400013,2.5162566319444446,0.9832923748088498,0.0,6.535247777777778,6.535247777777778
